id,system,orca_index,fodft_status,fragment_a_alpha_somo_index,fragment_b_alpha_somo_index_local,fragment_b_alpha_somo_index_merged,projected_block_first,projected_block_second,h_aa_hartree,h_bb_hartree,h_ab_hartree,raw_fragment_somo_overlap_s_ab,fragment_somo_a_norm,fragment_somo_b_norm,lowdin_corrected_t_fo_hartree,target_fodft_coupling_abs_ev,target_fodft_coupling_abs_mev,site_energy_mismatch_abs_ev,generalized_two_state_splitting_ev,half_generalized_splitting_ev,block_eigenvalue_low_ev,block_eigenvalue_high_ev,case_archive_dir,split_method,projection_fragment_order,merge_id,tfo_reconstructed_ev,splitting_reconstructed_ev,orthogonalized_site_a_ev,orthogonalized_site_b_ev,overlap_matrix_min_eigenvalue,tfo_reconstruction_error_ev,splitting_reconstruction_error_ev,overlap_denominator,max_norm_deviation,flag_orbital_norm,flag_overlap_conditioning,flag_fock_diagonal,flag_reconstruction,flag_projection_order,review_high_tfo_gt_5ev,numerical_qc_status,bs_s2_filter_status,stack_interplane_distance,stack_lateral_slip,projected_pi_overlap_area,projected_pi_overlap_fraction_min,n_interfragment_c_contacts_3p4,contact_min_cc_distance
olympicenyl_39,olympicenyl,39,OK,62,62,125,62,63,-0.208063,-0.207306,-0.046376,0.0986462785058061,0.9999999999999998,1.0000000000000038,-0.0261430977634666,0.7113899309083153,711.3899309083153,0.0205990193882131,1.422930435565129,0.7114652177825646,-6.913379,-4.389375,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_39,equal_contiguous_halves,A_then_B,olympicenyl_orca_39,0.7113899309083171,1.4229304355651367,-5.591557168697148,-5.5708571864114225,0.901353721494194,1.887379141862766e-15,7.549516567451064e-15,0.990268911736955,3.774758283725532e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9916581565476066,0.4071752085322726,23.538844353353817,0.7903350985116837,43.0,2.670641291221876
olympicenyl_40,olympicenyl,40,OK,62,62,125,62,63,-0.210777,-0.210358,0.048723,-0.0979540477597147,0.9999999999999962,1.0,0.0283692640080722,0.771967000438059,771.967000438059,0.011401570837069,1.5439765070337197,0.7719882535168597,-7.055668,-4.403995,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_40,equal_contiguous_halves,A_then_B,olympicenyl_orca_40,0.7719670004380588,1.5439765070337186,-5.659944614246716,-5.648487947597765,0.9020459522402853,2.220446049250313e-16,1.1102230246251565e-15,0.9904050045274876,3.774758283725532e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,2.9621373308608527,1.4097389777565632,20.047351528636764,0.6734555932607542,43.0,2.600044208446803
olympicenyl_41,olympicenyl,41,OK,62,62,125,62,63,-0.209349,-0.209145,-0.04402,0.0894158058181451,1.000000000000003,0.9999999999999996,-0.0255140000645127,0.6942713104356191,694.2713104356191,0.0055511227941818,1.3885538064105716,0.6942769032052858,-6.891742,-4.49605,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_41,equal_contiguous_halves,A_then_B,olympicenyl_orca_41,0.6942713104356195,1.3885538064105716,-5.634608833077335,-5.629035385193121,0.9105841941818549,4.440892098500626e-16,0.0,0.9920048136698918,3.1086244689504383e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9760529645477254,1.1480916585049958,20.82413282677437,0.6991966036466833,42.0,2.5843940312336486
olympicenyl_42,olympicenyl,42,OK,62,62,125,62,63,-0.210188,-0.2114,0.0511,-0.103696226140031,0.9999999999999988,1.0000000000000009,0.0295593061867806,0.804349697811912,804.349697811912,0.0329802001301372,1.609041100183959,0.8045205500919795,-7.126603,-4.345402,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_42,equal_contiguous_halves,A_then_B,olympicenyl_orca_42,0.804349697811913,1.6090411001839537,-5.636009444384597,-5.669168403969052,0.8963037738599691,9.992007221626409e-16,5.329070518200751e-15,0.9892470926843155,1.2212453270876722e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,2.930687663622193,2.020116772083476,18.0365423651646,0.6048367933271939,44.0,2.5805100917725707
olympicenyl_43,olympicenyl,43,OK,62,62,125,62,63,-0.210075,-0.20915,-0.045607,0.0932189099590154,0.9999999999999984,0.9999999999999964,-0.0262956542971534,0.7155412056708161,715.5412056708161,0.0251705322775391,1.43130568973129,0.715652844865645,-6.944929,-4.462761,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_43,equal_contiguous_halves,A_then_B,olympicenyl_orca_43,0.715541205670815,1.4313056897312908,-5.649785034883773,-5.6245044216437545,0.9067810900409845,1.1102230246251565e-15,8.881784197001252e-16,0.991310234826053,3.552713678800501e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,2.956430813979666,1.4044283996331572,20.10536137525599,0.6747478386862427,43.0,2.6429274970728542
olympicenyl_44,olympicenyl,44,OK,62,62,125,62,63,-0.203719,-0.204576,0.04591,-0.0994010859272336,1.0000000000000029,0.9999999999999986,0.0258731585167408,0.7040445098027103,704.0445098027103,0.0233201580128116,1.4082840423281229,0.7041420211640614,-6.804485,-4.305802,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_44,equal_contiguous_halves,A_then_B,olympicenyl_orca_44,0.7040445098027112,1.4082840423281182,-5.47343557126616,-5.496871798408513,0.9005989140727664,8.881784197001252e-16,4.6629367034256575e-15,0.9901194241164867,2.886579864025407e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.2028190511247487,0.4341367279208619,24.89904307150323,0.8372972512342848,35.0,2.659929560094011
olympicenyl_45,olympicenyl,45,OK,62,62,125,62,63,-0.207186,-0.206911,-0.035939,0.0745328161700572,1.0000000000000024,1.0000000000000004,-0.0206216483690863,0.5611436388001567,561.1436388001567,0.0074831312176466,1.1223123645076092,0.5611561822538046,-6.612046,-4.656129,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_45,equal_contiguous_halves,A_then_B,olympicenyl_orca_45,0.5611436388001588,1.1223123645076158,-5.596005091047363,-5.588501087906151,0.9254671838299429,2.1094237467877974e-15,6.661338147750939e-15,0.9944448593137605,2.4424906541753444e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.010354579903497,0.7198069714398524,21.941381366711468,0.7368367341359745,38.0,2.6198182729929727
olympicenyl_46,olympicenyl,46,OK,62,62,125,62,63,-0.20863,-0.208742,-0.041838,0.0852592384843142,1.0000000000000058,0.999999999999996,-0.0242216611490139,0.6591049770452593,659.1049770452593,0.0030476752595506,1.3182135029653992,0.6591067514826996,-6.817098,-4.540179,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_46,equal_contiguous_halves,A_then_B,olympicenyl_orca_46,0.6591049770452599,1.3182135029654045,-5.620911155204424,-5.623969968207872,0.9147407615156857,6.661338147750939e-16,5.329070518200751e-15,0.9927308622530748,5.773159728050814e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9773449840948,0.982092362657016,21.27901741356969,0.7151458717609639,41.0,2.586457285270104
olympicenyl_47,olympicenyl,47,OK,62,62,125,62,63,-0.206654,-0.206622,-0.037574,0.0794300411253185,1.000000000000003,0.9999999999999922,-0.0212950886752797,0.5794688830856031,579.4688830856031,0.0008707643598717,1.1589380953711874,0.5794690476855937,-6.645362,-4.600474,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_47,equal_contiguous_halves,A_then_B,olympicenyl_orca_47,0.5794688830856036,1.158938095371201,-5.577315956039045,-5.576442431729223,0.9205699588746814,5.551115123125783e-16,1.354472090042691e-14,0.9936908685668302,7.771561172376096e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.907952094251257,2.4532744395823487,16.914387683861,0.5665374865812496,59.0,2.778598038028513
olympicenyl_48,olympicenyl,48,OK,62,62,125,62,63,-0.20645,-0.206667,0.037398,-0.0790156418752053,0.9999999999999984,1.0000000000000038,0.0212090657386146,0.5771280797299949,577.128079729995,0.0059048708153792,1.154271358135801,0.5771356790679005,-6.638399,-4.603075,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_48,equal_contiguous_halves,A_then_B,olympicenyl_orca_48,0.5771280797299958,1.1542713581357822,-5.572179284712707,-5.578102675742975,0.9209843581247947,8.881784197001252e-16,1.887379141862766e-14,0.9937565283390493,3.774758283725532e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.909550337011752,2.487710789422514,16.727494145279042,0.5602407019019885,59.0,2.756808323368676
olympicenyl_49,olympicenyl,49,OK,62,62,125,62,63,-0.203302,-0.203359,-0.040369,0.0878283543226349,1.0000000000000049,1.0000000000000004,-0.0226858110604609,0.6173123670697107,617.3123670697107,0.0015510490160213,1.2346257159980525,0.6173128579990262,-6.631399,-4.434404,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_49,equal_contiguous_halves,A_then_B,olympicenyl_orca_49,0.6173123670697122,1.2346257159980525,-5.477908708734183,-5.479465774840052,0.9121716456773652,1.4432899320127035e-15,0.0,0.9922861801769777,4.884981308350689e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.213582442907749,0.6187157152168273,24.255685688882465,0.8148075076906246,32.0,2.699456215803367
olympicenyl_50,olympicenyl,50,OK,62,62,125,62,63,-0.209164,-0.209383,0.040495,-0.0825934192420212,0.9999999999999988,1.0000000000000024,0.0233698072591617,0.6359248518233438,635.9248518233438,0.005959293587872,1.2718637606951184,0.6359318803475592,-6.796565,-4.592687,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_50,equal_contiguous_halves,A_then_B,olympicenyl_orca_50,0.6359248518233434,1.2718637606951042,-5.639108969480561,-5.645088693832844,0.9174065807579788,4.440892098500626e-16,1.4210854715202004e-14,0.9931783270979118,2.4424906541753444e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.000635403163135,1.000151953839383,21.27389244777865,0.7151274684780035,43.0,2.6417173358363253
olympicenyl_51,olympicenyl,51,OK,62,62,125,62,63,-0.206477,-0.206415,-0.036189,0.076736286236461,0.9999999999999966,1.000000000000006,-0.0204676233846198,0.5569524054563058,556.9524054563058,0.0016871059472514,1.1139060961142464,0.5569530480571232,-6.602424,-4.632922,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_51,equal_contiguous_halves,A_then_B,olympicenyl_orca_51,0.5569524054563063,1.1139060961142502,-5.575789433343242,-5.574097338124872,0.9232637137635389,5.551115123125783e-16,3.774758283725532e-15,0.994111542374636,5.995204332975845e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9171488332545,2.458553812843729,16.91495990605328,0.5666679941428141,59.0,2.7629542415738584
olympicenyl_52,olympicenyl,52,OK,62,62,125,62,63,-0.209514,-0.208927,0.040206,-0.0819203942530053,0.9999999999999982,0.9999999999999976,0.0232224186678443,0.6319142039367546,631.9142039367546,0.015973083726395,1.2639300248622225,0.6319650124311113,-6.787266,-4.599095,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_52,equal_contiguous_halves,A_then_B,olympicenyl_orca_52,0.6319142039367541,1.2639300248622014,-5.649426651508968,-5.633399699207346,0.9180796057469947,4.440892098500626e-16,2.1094237467877974e-14,0.9932890490054321,2.4424906541753444e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9947710462838373,1.0452202864106268,21.246476980248044,0.7134677510493457,44.0,2.6482943029024515
olympicenyl_53,olympicenyl,53,OK,62,62,125,62,63,-0.206756,-0.206474,-0.033842,0.0708804981485141,0.9999999999999984,0.999999999999999,-0.0192939595966294,0.5250153867983715,525.0153867983714,0.0076736109213687,1.05005895412399,0.525029477061995,-6.543172,-4.701379,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_53,equal_contiguous_halves,A_then_B,olympicenyl_orca_53,0.5250153867983715,1.0500589541239809,-5.5889136971348305,-5.581220736990978,0.929119501851486,0.0,9.103828801926284e-15,0.9949759549822185,1.5543122344752192e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.0267936454215567,0.4171015306542057,22.51078905907458,0.7562610489039767,33.0,2.61016310194761
olympicenyl_54,olympicenyl,54,OK,62,62,125,62,63,-0.203763,-0.203776,0.037385,-0.0826710593063795,0.9999999999999998,1.0000000000000058,0.0206805005453364,0.5627450880995154,562.7450880995154,0.0003537480211981,1.1254902321741145,0.5627451160870571,-6.562154,-4.527542,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_54,equal_contiguous_halves,A_then_B,olympicenyl_orca_54,0.5627450880995163,1.125490232174109,-5.498150355549582,-5.498505318648822,0.9173289406936205,8.881784197001252e-16,5.551115123125783e-15,0.9931654959531611,5.773159728050814e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.045029911048024,0.0862381476846457,24.4541253084069,0.8197003385815087,45.0,2.977177443438811
olympicenyl_55,olympicenyl,55,OK,62,62,125,62,63,-0.20373,-0.203623,-0.036677,0.0813958874885771,1.000000000000001,1.000000000000003,-0.020232617490383,0.5505575692981456,550.5575692981456,0.0029116183283206,1.101119013780011,0.5505595068900055,-6.540369,-4.544283,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_55,equal_contiguous_halves,A_then_B,olympicenyl_orca_55,0.5505575692981453,1.1011190137800073,-5.498967444604186,-5.496046132924609,0.9186041125114228,3.3306690738754696e-16,3.774758283725532e-15,0.9933747094999469,3.1086244689504383e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.0435506597763777,0.2044750515271705,24.293801257537105,0.8143784488559516,45.0,2.970440751792866
olympicenyl_56,olympicenyl,56,OK,62,62,125,62,63,-0.203796,-0.203583,0.03713,-0.0825352061651435,1.0000000000000016,0.9999999999999978,0.0204578049236854,0.5566852315234788,556.6852315234788,0.0057960252703959,1.1133856530006296,0.5566928265003148,-6.553045,-4.532303,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_56,equal_contiguous_halves,A_then_B,olympicenyl_orca_56,0.5566852315234803,1.1133856530006396,-5.499635462470774,-5.493819594327803,0.9174647938348566,1.4432899320127035e-15,9.992007221626409e-15,0.9931879397432772,2.220446049250313e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.031820355800737,0.273754412864723,24.125920908959923,0.80887876430023,46.0,2.99738293333382
olympicenyl_57,olympicenyl,57,OK,62,62,125,62,63,-0.206323,-0.206154,-0.032128,0.0680779629127106,1.0000000000000004,1.000000000000001,-0.018171922803423,0.4944832102362225,494.4832102362225,0.004598724275572,0.9889771623032436,0.4944885811516218,-6.486285,-4.737775,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_57,equal_contiguous_halves,A_then_B,olympicenyl_orca_57,0.49448321023622205,0.9889771623032324,-5.58067678169867,-5.5760673635928795,0.9319220370872894,4.440892098500626e-16,1.1213252548714081e-14,0.9953653909656556,1.1102230246251565e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.011939287911195,0.2889048839180858,22.65044509397462,0.7605691664951597,39.0,2.6516475211591244
olympicenyl_59,olympicenyl,59,OK,62,62,125,62,63,-0.203598,-0.204452,0.03636,-0.0796954512973663,1.000000000000003,1.0000000000000016,0.0202286148646447,0.5504486523031815,550.4486523031815,0.0232385238540735,1.1011441123329944,0.5505720561664972,-6.541272,-4.562333,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_59,equal_contiguous_halves,A_then_B,olympicenyl_orca_59,0.5504486523031823,1.1011441123329913,-5.496278487357629,-5.519591162795115,0.9203045487026337,7.771561172376096e-16,3.1086244689504383e-15,0.9936486350425091,3.1086244689504383e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.056035137113528,0.2666307024998014,24.474387893038035,0.8211611613482767,40.0,2.823790517881996
olympicenyl_60,olympicenyl,60,OK,62,62,125,62,63,-0.205422,-0.205392,-0.034556,0.0706665449627555,1.000000000000004,1.0000000000000002,-0.0201411772155883,0.5480693526622666,548.0693526622666,0.0008163415873797,1.0961390108324558,0.5480695054162279,-6.529724,-4.649086,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_60,equal_contiguous_halves,A_then_B,olympicenyl_orca_60,0.5480693526622686,1.0961390108324542,-5.551088240857349,-5.5502698532967285,0.9293334550372445,1.9984014443252818e-15,1.5543122344752192e-15,0.9950062394230269,3.9968028886505635e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.096565453726584,0.7700108818275093,23.9064480212253,0.8013351255055655,37.0,2.543498810815498
olympicenyl_61,olympicenyl,61,OK,62,62,125,62,63,-0.20601,-0.206077,-0.031352,0.0666697302471276,0.9999999999999972,0.9999999999999956,-0.0176937816932496,0.4814723278072079,481.4723278072079,0.0018231628784815,0.9629463892344012,0.4814731946172007,-6.459864,-4.75358,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_61,equal_contiguous_halves,A_then_B,olympicenyl_orca_61,0.48147232780720745,0.9629463892343945,-5.573716017618098,-5.575543245899633,0.9333302697528725,4.440892098500626e-16,6.772360450213455e-15,0.9955551470687752,4.440892098500626e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.018402490582856,0.2307975907622254,22.707842373980608,0.7623440017688462,37.0,2.648035011573938
olympicenyl_62,olympicenyl,62,OK,62,62,125,62,63,-0.203898,-0.20344,0.034725,-0.0766015338824644,1.000000000000003,1.0,0.0192365181405228,0.5234523251497226,523.4523251497226,0.0124628149006621,1.046979266914834,0.5234896334574171,-6.487045,-4.597184,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_62,equal_contiguous_halves,A_then_B,olympicenyl_orca_62,0.5234523251497244,1.0469792669148372,-5.508268344927458,-5.495768803699172,0.9233984661175356,1.7763568394002505e-15,3.3306690738754696e-15,0.9941322050068536,3.1086244689504383e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.061979393848619,0.3306067168707748,24.24545575360283,0.813148249938376,40.0,2.869572493034882
olympicenyl_63,olympicenyl,63,OK,62,62,125,62,63,-0.208191,-0.207965,-0.037812,0.0780032952504671,1.0000000000000009,1.000000000000001,-0.0217133454869942,0.5908502307391796,590.8502307391797,0.0061497732915926,1.1817165615717444,0.5908582807858722,-6.691002,-4.633175,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_63,equal_contiguous_halves,A_then_B,olympicenyl_orca_63,0.5908502307391806,1.181716561571761,-5.6190868464430945,-5.612918278147974,0.921996704749533,9.992007221626409e-16,1.6653345369377348e-14,0.9939154859300685,1.1102230246251565e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.082941817628849,1.9852761207036216,19.80694529962296,0.6651362148846454,30.0,2.640312982797715
olympicenyl_64,olympicenyl,64,OK,62,62,125,62,63,-0.203785,-0.203818,0.035182,-0.076588770058733,0.9999999999999998,1.000000000000002,0.0196885838556749,0.5357536599332954,535.7536599332954,0.0008979757461177,1.0715076983605991,0.5357538491802997,-6.503074,-4.588348,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_64,equal_contiguous_halves,A_then_B,olympicenyl_orca_64,0.535753659933295,1.0715076983605927,-5.504238309602694,-5.505138930683238,0.9234112299412669,3.3306690738754696e-16,6.439293542825908e-15,0.9941341603008905,1.9984014443252818e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.093004255184905,0.3642358012059702,24.75202163974473,0.8296206206429847,37.0,2.936839375982556
olympicenyl_65,olympicenyl,65,OK,62,62,125,62,63,-0.209499,-0.206907,0.037157,-0.0745600856966513,0.9999999999999984,0.999999999999995,0.0217543031384802,0.5919647452134947,591.9647452134948,0.0705319131496004,1.1860403025802004,0.5930201512901002,-6.677214,-4.653776,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_65,equal_contiguous_halves,A_then_B,olympicenyl_orca_65,0.5919647452134951,1.1860403025801913,-5.656719700991192,-5.585990915890654,0.9254399143033487,3.3306690738754696e-16,9.103828801926284e-15,0.994440793620908,4.9960036108132044e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.105972599988655,1.6748927805675595,20.313709463295133,0.683760314649724,28.0,2.5308953945249035
olympicenyl_66,olympicenyl,66,OK,62,62,125,62,63,-0.203838,-0.203904,-0.034863,0.0756575833040594,0.9999999999999948,1.0000000000000049,-0.0195505213854328,0.5319967887294615,531.9967887294615,0.0017959514922354,1.0639951019081464,0.5319975509540732,-6.496289,-4.598921,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_66,equal_contiguous_halves,A_then_B,olympicenyl_orca_66,0.5319967887294623,1.0639951019081562,-5.506462377124731,-5.508263490865321,0.9243424166959406,7.771561172376096e-16,9.769962616701378e-15,0.9942759300885893,5.218048215738236e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.101642010307843,0.4670206173456847,24.769852491975108,0.8302681513817304,37.0,2.9221291190788024
olympicenyl_67,olympicenyl,67,OK,62,62,125,62,63,-0.203547,-0.202749,-0.030762,0.0678990317211481,1.0000000000000022,1.000000000000001,-0.0170470391019202,0.4638735653528119,463.8735653528119,0.0217146862242982,0.9280023976652532,0.4640011988326266,-6.365087,-4.690788,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_67,equal_contiguous_halves,A_then_B,olympicenyl_orca_67,0.46387356535281316,0.9280023976652629,-5.5073245848437065,-5.485559669499244,0.9321009682788519,1.27675647831893e-15,9.769962616701378e-15,0.9953897214913305,2.220446049250313e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.131882115063859,0.3492988199485956,24.65595263797668,0.8269286726346284,33.0,2.9179044335040185
olympicenyl_68,olympicenyl,68,OK,62,62,125,62,63,-0.203634,-0.204106,0.03408,-0.0739642062427921,0.999999999999997,0.999999999999998,0.0191054374627077,0.5198854381963107,519.8854381963107,0.0128437743081063,1.0398506360810709,0.5199253180405354,-6.474976,-4.620194,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_68,equal_contiguous_halves,A_then_B,olympicenyl_orca_68,0.5198854381963114,1.0398506360810693,-5.50269287451645,-5.515571925875938,0.9260357937572079,6.661338147750939e-16,1.5543122344752192e-15,0.9945292961948737,2.9976021664879227e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.1116276565134067,0.5184189250311824,24.652542333869043,0.8265719888345263,37.0,2.9286188150769723
olympicenyl_69,olympicenyl,69,OK,62,62,125,62,63,-0.206489,-0.209308,-0.033897,0.0670429542847931,1.0000000000000016,1.0000000000000009,-0.0200489857018691,0.5455606937738534,545.5606937738534,0.0767088978274398,1.0938266339260496,0.5469133169630248,-6.580403,-4.73402,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_69,equal_contiguous_halves,A_then_B,olympicenyl_orca_69,0.5455606937738545,1.0938266339260503,-5.582189445249307,-5.6590713203692395,0.932957045715207,1.1102230246251565e-15,6.661338147750939e-16,0.9955052422807671,1.5543122344752192e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.0788062542757126,0.8525166632064644,21.75339477866561,0.7315635674364548,33.0,2.4959119640069733
olympicenyl_70,olympicenyl,70,OK,62,62,125,62,63,-0.204463,-0.203745,-0.033677,0.0729091957257209,1.0000000000000029,1.0000000000000009,-0.0188963900163478,0.5141969673896716,514.1969673896716,0.0195377753246192,1.0285805023200234,0.5142902511600117,-6.470399,-4.637506,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_70,equal_contiguous_halves,A_then_B,olympicenyl_orca_70,0.5141969673896725,1.0285805023200165,-5.526258047139015,-5.5066681348892805,0.9270908042742791,8.881784197001252e-16,6.8833827526759706e-15,0.9946842491786285,2.886579864025407e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.1165560039983333,0.6418164958036561,24.646121748453627,0.8263152443122503,37.0,2.900427035069692
olympicenyl_71,olympicenyl,71,OK,62,62,125,62,63,-0.204079,-0.203966,-0.033347,0.0722198488202135,0.9999999999999998,1.0000000000000029,-0.0187101123498671,0.509128093858065,509.128093858065,0.0030748866457966,1.018260854753221,0.5091304273766105,-6.459148,-4.644311,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_71,equal_contiguous_halves,A_then_B,olympicenyl_orca_71,0.5091280938580659,1.018260854753221,-5.516507364905521,-5.51342442790154,0.9277801511797865,8.881784197001252e-16,0.0,0.9947842934363855,2.886579864025407e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.1207085539024613,0.7867169657242101,24.385643277936097,0.8174443563300753,37.0,2.89356260001746
olympicenyl_72,olympicenyl,72,OK,62,62,125,62,63,-0.209061,-0.208577,0.038581,-0.078437853372313,1.000000000000001,0.9999999999999988,0.0223391273068476,0.6078786215449303,607.8786215449303,0.0131703109430577,1.2158290196473147,0.6079145098236574,-6.732118,-4.632393,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_72,equal_contiguous_halves,A_then_B,olympicenyl_orca_72,0.607878621544931,1.215829019647317,-5.641179277319559,-5.627968263312562,0.9215621466276871,6.661338147750939e-16,2.220446049250313e-15,0.9938475031583436,1.2212453270876722e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9582276268275294,0.9416397791806104,21.57042717472499,0.7236902624067054,48.0,2.622368801359023
